store_id,store_name,address_line,country,province,city,location,postal_code,latitude,longitude,phone,email,facebook_url,url,full_search_address
69,Food Lover's Market Parow,"Shop 33, Shoprite Park, Voortrekker Road, Parow, Cape Town, Western Cape, 7500, South Africa",South Africa,Western Cape,Cape Town,Parow,7500,-33.9288301,18.4172197,021 911 0778,parow@fnv.co.za,https://business.facebook.com/FoodLoversMarketParow/,https://foodloversmarket.co.za/stores/western-cape/food-lovers-market-parow/,"Cape Town, Western Cape, South Africa"
70,Food Lover's Market Pinehurst,"Shop 39, Pinehurst Shopping Centre, Pinehurst Dr, Pinehurst, Cape Town, Western Cape, 7561, South Africa",South Africa,Western Cape,Cape Town,Pinehurst,7561,-33.9288301,18.4172197,021 975 5767,care@fnv.co.za,https://business.facebook.com/FoodLoversMarketPinehurst/,https://foodloversmarket.co.za/stores/western-cape/food-lovers-market-pinehurst/,"Cape Town, Western Cape, South Africa"
71,Food Lover's Market Roeland Street,"Drury Street, District Six, Cape Town, Western Cape, 7925, South Africa",South Africa,Western Cape,Cape Town,Roeland Street,7925,-33.9288301,18.4172197,021 462 0200,roelandstreet@fnv.co.za,https://business.facebook.com/FoodLoversMarketRoelandStreet/,https://foodloversmarket.co.za/stores/western-cape/food-lovers-market-roeland-street/,"Cape Town, Western Cape, South Africa"
72,Food Lover's Market Sandown,"Shop GO3, Sandown Retail Crossing, Sandown Rd, Milnerton Rural, Cape Town, 7441",South Africa,Western Cape,Cape Town,Sandown,7441,-33.9288301,18.4172197,021 250 0007,sandown@fnv.co.za,https://www.facebook.com/FoodLoversMarketParklands,https://foodloversmarket.co.za/stores/western-cape/food-lovers-market-sandown/,"Cape Town, Western Cape, South Africa"
73,Food Lover's Market Somerset West,"Shop 3, Somerset Value Centre, Centenary Drive, Somerset West, Cape Town, Western Cape, 7130, South Africa",South Africa,Western Cape,Cape Town,Somerset West,7130,-33.9288301,18.4172197,021 180 5280,somersetwest@fnv.co.za,https://www.facebook.com/FoodLoversMarketSomersetWest,https://foodloversmarket.co.za/stores/western-cape/food-lovers-market-somerset-west/,"Cape Town, Western Cape, South Africa"
74,Food Lover's Market Tokai,"Shop 5, Tokai on Main, Main Road, Dreyersdal, Cape Town, Western Cape, 7945, South Africa",South Africa,Western Cape,Cape Town,Tokai,7945,-33.9288301,18.4172197,021 712 2244,tokai@fnv.co.za,https://www.facebook.com/FoodLoversMarketTokai,https://foodloversmarket.co.za/stores/western-cape/food-lovers-market-tokai/,"Cape Town, Western Cape, South Africa"
75,Food Lover's Market Vergelegen,"Shop LG21, Vergelegen Plein Shopping Centre, Summer Hill Drive, Helderberg Rural, Cape Town, Western Cape, 7135, South Africa",South Africa,Western Cape,Cape Town,Vergelegen,7135,-33.9288301,18.4172197,021 180 5344,care@fnv.co.za,https://www.facebook.com/FoodLoversMarketVergelegen,https://foodloversmarket.co.za/stores/western-cape/food-lovers-market-vergelegen/,"Cape Town, Western Cape, South Africa"
76,Food Lover's Market Weskus Mall,"Shop L42, Weskus Mall, Saldanha Road, Vredenburg, Western Cape, 7380, South Africa",South Africa,Western Cape,Vredenburg,Weskus Mall,7380,-32.906738,17.990037,022 713 3629,weskusmall@fnv.co.za,https://www.facebook.com/FoodLoversMarketWeskusMall/,https://foodloversmarket.co.za/stores/western-cape/food-lovers-market-weskus-mall/,"Vredenburg, Western Cape, South Africa"
77,Food Lover's Market Willowbridge,"Shop 3, Willowbridge Village Shopping Centre, Carl Cronje Drive, Tygervalley, Cape Town, Western Cape, 7530, South Africa",South Africa,Western Cape,Cape Town,Willowbridge,7530,-33.9288301,18.4172197,021 914 8011,tygervalley@fnv.co.za,https://www.facebook.com/FoodLoversMarketWillowbridge,https://foodloversmarket.co.za/stores/western-cape/food-lovers-market-willowbridge/,"Cape Town, Western Cape, South Africa"
78,Food Lover's River Quarter,"River Quarter, Bottelary Road, Kuils River, Cape Town, 7579",South Africa,Western Cape,Cape Town,River Quarter,7579,-33.9288301,18.4172197,021 1805 366,admin.riverquarter@flm.co.za,https://www.facebook.com/FoodLoversMarketRiverQuarter,https://foodloversmarket.co.za/stores/western-cape/food-lovers-river-quarter/,"Cape Town, Western Cape, South Africa"
79,Food Lover's Market Greendale,"16 Greendale Avenue, Greendale (Honeydew Lifestyle Centre), Harare, 263, Mashonaland",Zimbabwe,,Harare,Greendale,,34.220389,70.3800314,24 249 5098,care@fnv.co.za,N/A,https://foodloversmarket.co.za/stores/zimbabwe/food-lovers-market-greendale/,
